creative_id,ad_id,product_id,product_category,advertiser_id,industry
3574371,3077567,\N,18,9598,133
3686055,3172022,\N,18,6145,235
3781943,3251672,2948,13,9097,248
3907751,3356874,2035,13,2608,247
4440651,3807727,2160,2,28590,259
12638,14077,\N,5,7809,109
42101,40140,1377,2,24975,5
47567,44589,1377,2,24975,5
95238,86828,1377,2,10334,5
126042,113487,\N,5,7809,109
167401,150035,2150,13,18955,252
195053,175036,\N,5,18784,205
716362,633926,2058,2,37971,259
769866,680134,\N,5,18784,205
834023,735590,1786,2,39516,322
1095503,961442,3290,13,36392,259
1623678,1407874,\N,18,34916,54
1634363,1416804,3537,13,26785,247
1684940,1459873,3534,13,27771,247
1733853,1501262,3534,13,27771,247
1966738,1701708,\N,18,35143,54
1979741,1712690,3132,13,29900,247
2224203,1919855,3121,13,17467,259
2459592,2118964,3257,13,42444,247
2516957,2167514,3121,13,17467,259
2614038,2250021,2649,13,12270,247
2692487,2316596,3121,13,17467,259
2775728,2386828,2421,13,14701,259
2830408,2433334,3121,13,17467,259
2840353,2441790,34075,5,1537,107
3354100,2886086,2958,2,44706,252
3702928,3186273,3711,13,46548,252
1771,2450,\N,18,1884,188
14976,16386,\N,12,17514,27
15246,16646,\N,12,17514,27
22184,23033,\N,12,10989,297
22184,23033,\N,12,10989,297
25658,26205,26858,3,10297,60
60348,55965,26858,3,29963,60
76874,70786,\N,12,18103,6
109157,98915,\N,5,7809,109
129952,116821,27006,3,397,161
182233,163404,27031,3,32508,318
202041,181429,27031,3,32735,318
213944,192354,\N,12,10986,6
232388,208767,\N,18,15912,25
243701,219007,\N,18,14681,297
320296,287860,\N,18,37644,322
333302,299395,27031,3,1835,317
381546,340939,\N,18,19205,73
415792,371094,\N,18,14681,88
564520,501915,643,3,2623,6
624502,554550,\N,12,10986,289
644780,572432,\N,5,18924,289
648402,575608,\N,12,18103,54
649132,576261,\N,12,18103,54
667127,591685,\N,12,10986,6
723679,640345,\N,18,24831,133
835001,736432,\N,18,14681,88
859669,752793,\N,18,38761,322
895041,789040,6732,3,36934,248
900970,794152,\N,12,2003,54
1361351,1189482,27031,3,32735,318
1383014,1207455,29664,3,39260,242
1567304,1360915,\N,12,10986,291
1567425,1361011,\N,12,10986,6
1835326,1589094,\N,12,10986,232
1836937,1590539,\N,18,10989,6
1836990,1590590,\N,12,10989,203
1836990,1590590,\N,12,10989,203
1836995,1590593,\N,12,10989,203
1836995,1590593,\N,12,10989,203
1836995,1590593,\N,12,10989,203
1836995,1590593,\N,12,10989,203
1836995,1590593,\N,12,10989,203
1836998,1590597,\N,12,10989,6
1837001,1590601,\N,12,10989,6
1839517,1592757,\N,5,18924,289
2159903,1864896,\N,12,8200,40
2432115,2095733,9344,3,49613,247
2496131,2149755,\N,12,10986,6
2501766,2154557,\N,12,10986,205
2517513,2168009,27031,3,32735,317
2828688,2431865,41197,17,25303,\N
2873420,2470330,\N,12,19857,200
2986816,2568941,8933,3,54639,322
3062580,2634042,34057,5,24980,220
3354163,2886137,34057,5,24980,220
3393855,2920663,\N,5,8440,297
3578548,3081127,30718,3,10847,4
3735198,3213044,\N,18,10955,238
3912101,3360595,\N,18,31857,322
3948271,3391678,\N,12,10990,289
3992787,3428628,27031,3,42171,317
4151544,3561659,\N,12,10990,289
4362464,3740789,\N,12,10989,6
3983,5028,\N,18,13829,161
3983,5028,\N,18,13829,161
11711,13133,\N,18,8386,6
16183,17554,42,2,19619,21
34038,33133,1592,2,19553,242
48974,45828,\N,18,13829,183
70759,65372,\N,18,2419,6
75195,69316,\N,18,1903,6
92220,84215,1064,2,30334,242
110089,99698,111,2,17284,242
112632,101918,111,2,24082,242
117796,106458,111,2,24082,242
124009,111724,1592,2,19553,242
124018,111724,1592,2,19553,242
156675,140467,1064,2,30334,242
166621,149345,1064,2,19903,242
168567,151095,111,2,20918,242
181739,162993,\N,18,14681,215
182549,163703,\N,18,14681,88
182549,163703,\N,18,14681,88
212325,190852,\N,5,6973,277
212383,190901,111,2,8034,242
224871,201786,\N,5,15855,289
243181,218518,\N,18,14681,88
268542,241405,\N,5,19524,116
304118,273087,\N,18,13732,6
408994,365005,\N,18,1265,171
496160,441690,\N,5,6973,\N
553997,492891,111,2,23663,242
560975,498926,129,2,40322,6
599128,532510,1261,2,918,6
619475,550062,\N,5,18841,297
726851,643032,\N,18,9058,6
778122,687302,1469,2,24721,21
789223,696848,\N,5,14056,232
809799,714536,\N,5,12300,220
821250,724454,\N,5,7293,326
822992,726072,\N,5,25041,220
822996,726076,\N,5,25041,220
867702,764807,111,2,17284,242
895932,789828,\N,5,14056,6
916947,807778,\N,18,14681,216
917681,808414,1261,2,10925,6
996537,876180,\N,18,14681,6
1056729,927816,\N,18,14681,289
1101570,966587,2216,2,15691,248
1251132,1094495,2047,2,23476,259
1394668,1217210,1261,2,918,6
2056031,1776934,2400,2,41389,246
2125486,1835740,\N,18,14681,293
2259094,1949425,82,2,50817,319
2286484,1972505,1027,2,27951,319
2294021,1979007,\N,18,14682,6
2316650,1998135,1766,2,15736,319
2690985,2315339,\N,18,51281,124
2771222,2382904,1469,2,35953,21
2843345,2444417,\N,18,24894,319
3078077,2647263,1849,2,55719,317
3654244,3145671,\N,18,51281,124
3714799,3196075,1445,2,28432,6
3969514,3409572,\N,5,45231,329
4160696,3569437,1810,2,47867,319
4266235,3659812,1766,2,50591,319
758,1078,\N,18,955,168
34648,33597,129,2,22123,6
209675,188416,\N,18,30361,21
214946,193225,129,2,23742,6
234832,211111,1766,2,33000,\N
296041,265885,2031,2,23188,238
814899,718833,1766,2,7419,\N
1127971,988994,\N,18,24674,47
2624053,2258636,\N,18,21704,167
2690964,2315324,\N,18,55288,13
3066574,2637392,\N,5,11101,219
3338027,2871692,1033,2,958,317
4007408,3440834,3943,2,58517,246
4016419,3448326,\N,18,9058,6
4148242,3558807,\N,18,9058,6
4378957,3754633,\N,18,9058,6
67988,62861,\N,18,6763,28
251802,226354,\N,18,20853,73
273715,246310,\N,18,37660,322
281914,253756,8965,3,24152,247
554096,492982,4881,3,19110,240
1212312,1060886,\N,18,37661,322
1518304,1320096,\N,18,10989,6
1698552,1471205,8555,3,18891,322
1805844,1563599,\N,18,1403,201
1991659,1722811,6781,3,46316,247
2094951,1809642,15941,8,18764,329
2537083,2184870,27063,3,25732,319
2731721,2349324,20062,8,13005,329
2924255,2514045,27813,3,24970,29
3049014,2621965,21055,8,24072,326
3223318,2773242,\N,5,11101,219
3333752,2868190,27063,3,53022,319
3975453,3414648,27063,3,53022,319
3999372,3434107,27063,3,28091,319
37298,36050,1377,2,10334,5
45454,42617,1027,2,22370,319
47571,44593,161,2,18230,231
47571,44593,161,2,18230,231
47571,44593,161,2,18230,231
47571,44593,161,2,18230,231
47571,44593,161,2,18230,231
69204,63976,26858,3,24952,60
69220,63990,26858,3,24952,60
84909,77756,\N,18,21019,25
146045,131120,26858,3,24952,60
146045,131120,26858,3,24952,60
151746,136055,136,2,23046,6
157469,141162,\N,7,1990,\N
185172,166034,26858,3,2092,60
185172,166034,26858,3,2092,60
188642,169244,26858,3,29869,60
219485,197062,26858,3,878,60
243298,218619,\N,18,9058,6
243701,219007,\N,18,14681,297
243701,219007,\N,18,14681,297
415792,371094,\N,18,14681,88
415792,371094,\N,18,14681,88
415792,371094,\N,18,14681,88
418256,373242,26858,3,29869,60
502644,447421,\N,18,25144,54
517910,460658,26858,3,6776,60
519358,461897,8702,3,33604,247
524958,466944,26858,3,40492,60
525536,467455,26858,3,40492,60
527324,469074,\N,18,37468,138
533365,474457,\N,5,8440,297
535721,476516,8814,3,28574,247
686273,608174,26858,3,7169,60
690499,611790,26858,3,31963,60
734135,649377,26858,3,41748,60
774554,684138,26858,3,29841,60
835001,736432,\N,18,14681,88
875142,771343,26858,3,2367,60
927675,817039,26858,3,878,58
1010130,887930,4951,3,2829,247
1129749,990523,9170,3,45005,253
1137123,996905,\N,18,14681,289
1244446,1088563,26858,3,40492,60
1253974,1096921,\N,18,15025,54
1270582,1110896,26858,3,7169,60
1272169,1112338,9170,3,45005,253
1282106,1121091,\N,18,953,271
1370846,1197877,26858,3,7170,60
1376343,1202584,26858,3,28873,60
1376804,1202976,26858,3,28873,60
1387051,1210799,26858,3,9717,60
1434104,1250284,26858,3,6776,60
1449411,1263119,27081,3,18018,21
1456059,1268673,8907,3,13032,247
1463032,1274452,\N,18,14681,292
1488466,1295182,\N,18,14681,6
1515942,1317979,27009,3,28955,6
1515988,1318021,27009,3,28955,6
1524471,1325235,26858,3,6776,60
1525652,1326194,26858,3,7169,60
1549977,1346441,26858,3,6776,60
1613666,1399433,26858,3,41748,60
1627289,1410839,26858,3,10297,60
1638771,1420737,26858,3,24917,60
1708515,1479773,31844,3,40059,321
1731922,1499631,8904,3,48750,247
1744262,1510414,\N,18,14682,6
1807163,1564764,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1814705,1571392,\N,18,19257,236
2029418,1754344,\N,18,50545,34
2055856,1776785,136,2,5634,6
2064458,1784060,9344,3,43479,247
2126269,1836430,27063,3,25360,319
2143188,1850743,9344,3,36388,247
2143189,1850743,9344,3,36388,247
2186944,1887893,26858,3,7169,60
2235761,1929903,\N,18,14682,295
2269336,1958087,26858,3,6776,60
2281581,1968470,26858,3,52180,60
2281581,1968470,26858,3,52180,60
2283439,1969976,26858,3,7170,60
2292929,1978012,\N,18,13216,34
2293978,1978969,\N,18,14681,6
2295900,1980666,\N,18,18871,60
2327165,2006998,\N,5,19771,215
2344163,2021164,\N,18,17627,54
2346328,2022982,\N,18,14681,292
2358464,2033387,\N,18,18871,60
2412699,2079342,\N,18,14682,88
2482877,2138576,\N,18,14682,219
2549132,1263293,4951,3,2829,249
2580136,2221683,\N,18,9058,6
2601324,2239477,\N,18,5637,289
2601324,2239477,\N,18,5637,289
2680462,2306583,\N,18,9058,6
2697854,2320991,\N,5,18784,202
2700477,2323229,\N,18,10863,175
2791435,2399759,4951,3,15198,249
2797888,2405075,\N,18,50335,296
2797888,2405075,\N,18,50335,296
2884115,2479329,26858,3,17926,60
2892461,2486418,26858,3,17926,60
2915756,2506591,26858,3,2092,60
2980978,2563643,1064,2,39228,242
3009829,2588574,\N,18,955,173
3054117,2626465,\N,18,14681,6
3114955,2680084,\N,18,25144,54
3179079,2735225,26858,3,7169,60
3188359,2743018,26858,3,52180,60
3218517,2768846,9296,3,56296,242
3416422,2940660,\N,18,14681,297
3453260,2973134,\N,18,14682,215
3483014,2999448,\N,18,14682,3
3507857,3021183,\N,18,14681,6
3527552,3038215,\N,18,14681,6
3594043,3094434,\N,18,14681,297
3610239,3108208,\N,5,10433,297
3653854,3145356,26858,3,50540,60
3657976,3148660,\N,18,54265,34
3720497,3200738,\N,18,50534,34
3752153,3227076,\N,18,14681,6
3754313,3228840,\N,18,14682,6
3851473,3309697,\N,18,14682,291
3856328,3313737,\N,18,14681,6
4025244,3455832,1064,2,39228,242
4032393,3461600,9376,3,36444,247
4169619,3577005,9152,3,49136,248
4181582,3587221,26858,3,58003,60
4299343,3687512,\N,18,14681,207
4366434,3744091,\N,18,8279,317
4366434,3744091,\N,18,8279,317
60319,55939,23,2,19572,319
191135,171556,\N,18,10989,297
200554,180045,1507,2,29359,322
280156,252193,2171,2,37397,322
367540,331847,1786,2,36148,322
388773,347257,1567,2,16320,6
401210,358269,1786,2,30503,322
653253,579938,1836,2,20870,322
658816,584531,2228,2,24489,259
735444,650535,\N,18,15920,25
783464,691936,2396,2,31484,247
955941,841703,1786,2,39500,322
1049436,921529,1507,2,24533,322
1060820,931325,\N,18,1519,54
1090057,956866,2890,2,16048,248
1383553,1207917,\N,18,12827,73
1609842,1396266,\N,18,49643,322
1926615,1667468,1062,2,32207,238
2382154,2053690,13895,8,38213,277
2507866,2159868,1404,2,34709,2
2520201,2170364,1826,2,39687,247
2576687,2218675,1261,2,2623,6
3216445,2767035,\N,18,13828,35
3379066,2907946,23,2,26571,319
3456305,2975860,1828,2,40762,322
3522188,3033656,2258,2,48608,322
4089042,3509332,\N,18,39111,319
4208796,3610576,\N,18,1679,23
134691,121073,111,2,17284,242
305022,273882,29,2,817,317
441113,392394,29,2,817,317
570298,507127,1370,2,1132,319
990537,870970,80,2,10686,238
1354935,1184189,2523,2,31987,247
1355177,1184384,\N,18,34505,47
1425425,1243075,2031,2,23239,238
1614043,1399749,1334,2,21786,317
1925222,1666229,1261,2,2623,6
2274091,1962170,2523,2,31985,247
2660333,2289354,2031,2,20264,238
2873284,2470219,3286,2,56292,319
3590489,3091249,\N,18,40090,47
4176177,3582610,23,2,19572,319
14319,15701,\N,18,1882,134
36434,35236,\N,18,20333,207
134777,121145,\N,18,21235,207
255981,230235,\N,18,8037,322
791304,698653,\N,18,37334,322
949284,836033,101,2,894,183
1270432,1110764,\N,18,6756,322
2145432,1852665,1261,2,7115,6
2473452,2130805,107,2,52421,317
2644383,2253244,\N,18,16871,207
2652542,2282903,1445,2,28432,6
2716705,2336911,1261,2,7115,6
2808920,2414902,\N,5,51902,73
3049671,2622528,\N,5,52514,107
3053459,2625874,\N,5,52469,202
3714368,3195732,1445,2,28432,6
3763002,3236040,2400,2,40575,246
4089042,3509332,\N,18,39111,319
4162720,3571163,\N,18,58953,207
55527,51659,101,2,894,183
141431,127054,43520,17,10845,\N
152112,136354,42501,17,10017,\N
219387,196964,37915,17,1104,\N
921216,811510,38547,17,15049,\N
1095160,961146,43691,17,16719,\N
1165305,1020501,34773,17,10172,\N
1370659,1197711,39519,17,32974,\N
1516869,1318772,\N,9,6196,174
1525844,1326358,\N,16,828,\N
1526136,1326602,\N,16,828,\N
1580628,1372197,\N,16,828,\N
1580685,1372241,\N,16,828,\N
1698179,1470883,37353,17,16680,\N
1732933,1500476,1766,2,39563,319
1844658,1597133,39849,17,13324,\N
2168248,1871871,37353,17,16680,\N
2453309,2113565,35739,17,38076,\N
2509616,2161346,37623,17,19495,\N
2591960,2231699,35533,17,15249,\N
2830499,2433420,39715,17,45524,\N
2960969,2545817,35985,17,14186,\N
3221789,2771842,38250,17,16867,\N
3358171,2889603,37418,17,57454,\N
3382839,2911169,\N,5,15348,86
3382843,2911171,\N,5,15348,86
3392710,2919662,41325,17,15049,\N
3564599,3069230,38762,17,9391,\N
3682348,3168874,1370,2,16322,319
4060581,3485357,35818,17,19472,\N
4180572,3586384,39128,17,29475,\N
14993,16404,\N,18,1903,1
17100,18413,\N,18,8200,164
20924,21861,\N,5,2140,288
30635,30551,164,2,2255,320
116357,105159,1261,2,918,6
219648,197197,\N,18,24894,319
1171422,1025784,\N,18,24746,25
1236979,1082128,1786,2,36209,322
1302678,1138937,\N,18,44540,25
1425642,1243276,1687,2,24661,5
1710867,1481736,1366,2,44324,134
1879685,1627259,\N,18,14681,291
2169200,1872699,\N,5,12037,147
2283578,1970092,1567,2,16320,6
2639577,2271868,\N,18,14682,88
2704946,2327147,\N,5,1452,288
2735409,2352348,1873,2,52579,322
2749088,2364302,\N,5,18784,202
3346980,2879763,1786,2,44699,322
3367633,2897768,154,2,14002,319
3415541,2905321,\N,18,7951,74
3552344,3058800,1810,2,36976,319
3595104,3095353,1261,2,7115,6
4182607,3588082,\N,18,9058,297
4182684,3588145,\N,18,9058,232
4253727,3649235,\N,18,14682,297
4340795,3722313,\N,18,14682,291
4357684,3736708,\N,18,9058,6
4361421,3739881,\N,18,14681,6
22184,23033,\N,12,10989,297
22184,23033,\N,12,10989,297
36197,35021,\N,18,22366,319
86061,78775,27063,3,15727,319
108142,98170,\N,12,10989,291
180984,162345,1163,2,28617,168
567991,505052,29664,3,35550,242
604226,536922,11805,8,14665,277
1818503,1574592,\N,12,8200,54
1836990,1590590,\N,12,10989,203
2394590,2064049,18663,8,37522,329
24046,24707,87,2,22885,318
58838,54503,\N,18,30525,322
58838,54503,\N,18,30525,322
69327,64088,1261,2,19056,6
78209,71972,134,2,19757,322
95657,87223,\N,18,1884,172
164502,147470,1567,2,16320,6
440188,391635,129,2,18562,6
1094878,960896,2510,2,41673,242
1460709,1272477,\N,18,35072,25
1491150,1297181,\N,18,10989,207
1584320,1375315,1567,2,16320,6
1606959,1393773,\N,18,24894,319
1870324,1619250,\N,18,13906,207
2069935,1788644,2258,2,39164,322
2979787,2562546,\N,18,1902,6
3193955,2747890,1445,2,28432,6
3198947,2752228,1326,2,4751,321
3615173,3112339,1380,2,46279,238
3714799,3196075,1445,2,28432,6
3714799,3196075,1445,2,28432,6
4052081,3478028,1377,2,10334,5
96472,87899,1873,2,31365,322
518701,461321,\N,18,10699,322
599176,532553,1261,2,918,6
735399,650496,9203,3,20535,247
932401,821119,2625,2,10369,248
958540,843966,\N,18,4660,113
1359356,1187819,1261,2,10988,6
1803539,1561616,1261,2,918,6
1907987,1651597,1261,2,918,6
3032431,2607893,1261,2,918,6
3301225,2840137,\N,18,49354,176
3505480,3019107,1261,2,10988,6
3702013,3185458,1562,2,33037,261
4119930,3535170,9320,3,23269,\N
4131560,3544774,\N,18,19751,73
4182914,3588342,1261,2,7115,6
187552,168276,26858,3,37857,60
1280397,1119717,9154,3,16053,247
2638845,2271236,\N,18,14681,88
2975937,2559031,\N,18,14682,293
3441512,2962804,32426,5,53531,73
3461231,2980101,8668,3,21052,247
3508773,3021912,\N,18,14682,6
3866254,3322061,\N,18,60131,247
3890939,3342468,\N,18,14681,6
4212901,3614113,\N,5,9482,297
4362658,3740961,\N,5,19683,148
4374278,3750637,9152,3,49136,247
7823,9303,164,2,15146,320
28991,29085,164,2,2255,320
31079,30781,164,2,2255,320
33423,32728,39784,17,13153,\N
48676,45551,129,2,18562,6
142782,128260,1036,2,8520,319
215085,193352,40071,17,11948,\N
215102,193368,40071,17,11948,\N
230303,206776,41655,17,30122,\N
230844,207295,41655,17,30124,\N
235759,212003,40400,17,15510,\N
311374,279557,40803,17,1106,\N
1047621,919974,1036,2,36952,319
1069529,938833,39256,17,15120,\N
1071851,940830,1036,2,8520,319
1219388,1067034,1261,2,19056,6
1230355,1076431,1033,2,963,317
1320425,1154565,38840,17,21196,\N
1352871,1182394,1033,2,957,317
1503096,1307003,35106,4,2879,\N
1528951,1328953,40071,17,13252,\N
1550684,1347030,1033,2,963,317
1736189,1503313,1064,2,46855,242
1811876,1568880,15884,8,39967,289
2166899,1870693,1766,2,33000,\N
2185026,1886285,38840,17,21196,\N
2202744,1901419,1261,2,19056,6
2203046,1901696,1261,2,19056,6
2444480,2106101,1261,2,19056,6
2539298,2186766,\N,18,27126,28
2655179,2285015,\N,18,36698,36
2701181,2323859,41597,17,38078,\N
2736461,2353237,41597,17,54369,\N
2766802,2379186,143,2,25203,317
2850324,2450437,39519,17,32974,\N
2858252,2457308,1261,2,19056,6
2894326,2488020,\N,18,9058,289
2897848,2490966,1033,2,957,317
3377371,2906434,\N,18,18227,6
3585501,3086990,36348,17,48314,\N
4287984,3677824,21037,8,10765,217
4291672,3680956,\N,7,61842,\N
4291980,3681215,\N,7,61842,\N
4327151,3710776,21365,8,57809,289
20180,21206,\N,12,20040,300
32401,31835,\N,12,20500,302
71752,66267,\N,12,10989,333
415810,371115,\N,18,14681,88
524926,466912,\N,12,2003,54
648402,575608,\N,12,18103,54
648402,575608,\N,12,18103,54
649132,576261,\N,12,18103,54
665879,590577,\N,12,10986,333
996641,876267,\N,12,18103,54
1547533,1344308,\N,18,27144,54
1630257,1413352,\N,12,10986,329
1705303,1476975,\N,12,16929,302
2175953,1878494,\N,12,1306,106
2501806,2154595,\N,12,10986,6
2900814,2493478,4952,3,26575,54
3067705,2638358,\N,12,10989,329
3145448,2706068,\N,18,50332,296
3198858,2752152,\N,18,19498,247
16523,17869,70,2,5606,319
19219,20351,\N,12,10986,232
22182,23031,\N,12,10989,6
47638,44655,143,2,10863,317
48197,45140,143,2,10863,317
56588,52599,\N,12,10989,297
56588,52599,\N,12,10989,297
71741,66251,\N,12,10989,88
85458,78237,1164,2,23591,154
108136,98164,\N,12,10989,291
112813,102071,\N,12,10989,297
127573,114832,91,2,13295,161
454627,404283,34138,5,11985,73
859577,757610,87,2,22885,318
1104088,968763,129,2,18562,6
1130406,991099,\N,5,13589,73
1176871,1030627,32252,5,21762,288
1207204,1056515,143,2,13295,317
1307216,1142946,\N,12,10989,6
1331483,1164034,1164,2,40990,246
1391151,1214248,1164,2,20175,154
1503096,1307003,35106,4,2879,\N
1551641,1347884,1033,2,957,317
1553324,1349206,1164,2,23606,154
1590806,1380730,38747,4,11307,\N
1881786,1629035,129,2,24419,6
1887741,1634252,1033,2,957,317
2066477,1785725,129,2,42270,6
2203110,1901747,1261,2,19056,6
2667685,2295623,\N,5,45231,329
2697688,2320838,143,2,10863,317
2742344,2358239,91,2,10863,161
3001695,2581699,143,2,10863,317
3003293,2583119,91,2,10863,161
3221353,2771429,\N,5,45231,329
3381841,2910338,91,2,10863,161
3692595,3177522,1033,2,964,317
3733056,3211189,143,2,10863,317
3969677,3409721,\N,5,45231,329
12838,14271,140,2,10690,317
37295,36047,1377,2,10334,5
37298,36050,1377,2,10334,5
37298,36050,1377,2,10334,5
48221,45163,145,2,20794,60
48221,45163,145,2,20794,60
48221,45163,145,2,20794,60
64667,59874,1377,2,10334,5
73962,68187,107,2,2839,317
86246,78940,145,2,30493,60
628970,558481,\N,18,26228,200
2003914,1733026,\N,18,32876,133
3408305,2933450,\N,5,12305,217
3787446,3256193,\N,5,10183,73
4103574,3521501,\N,18,19096,233
4152456,3562474,\N,18,18963,209
37298,36050,1377,2,10334,5
45454,42617,1027,2,22370,319
148172,132915,1261,2,19056,6
1405653,1226459,\N,18,14681,88
1658986,1437934,1261,2,7115,6
1741914,1508344,41589,4,11245,\N
2658835,2288094,1231,2,20994,262
2844852,2445768,\N,18,14682,155
3504430,3018163,87,2,22885,318
3606269,3104798,63,2,8380,317
3860947,3317589,\N,18,14681,6
3932652,3378379,87,2,58611,318
4148145,3558729,\N,18,9058,88
4164341,3572488,63,2,19409,317
415810,371115,\N,18,14681,88
1013810,891101,26976,3,891,183
2293964,1978953,\N,18,14681,6
2638996,2271380,\N,18,14681,293
2746989,2362457,\N,18,14682,289
2980877,2563560,\N,5,14668,147
2980913,2563595,\N,5,14668,147
3054355,2626692,\N,18,14681,205
3054543,2626870,\N,18,14682,\N
3508553,3021717,\N,18,14682,6
3546478,3053806,\N,18,26916,25
3847032,3305984,\N,18,14681,215
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
670,1013,1334,2,8058,317
17100,18413,\N,18,8200,164
54356,50618,1234,2,19101,321
66272,61308,95,2,15685,6
66272,61308,95,2,15685,6
74433,68611,1036,2,8520,319
107103,97286,2168,2,24475,250
142787,128265,1036,2,8520,319
177135,158881,1334,2,14410,317
347692,312018,2135,2,24117,250
379902,339430,1334,2,30536,317
379902,339430,1334,2,30536,317
457549,406815,\N,18,17627,54
540164,480499,37536,17,22430,\N
666096,590778,1701,2,7000,247
666856,591459,154,2,8877,319
917900,808606,2067,2,6724,247
1085184,952521,41197,17,24929,\N
1096640,962413,154,2,14002,319
1230375,1076507,37536,17,22430,\N
1297968,1135040,2930,13,22200,247
1302099,1138440,1334,2,16632,317
1390254,1213514,87,2,22885,318
1404287,1225336,1036,2,8520,319
1404935,1225860,1036,2,8520,319
1407732,1228228,1036,2,8520,319
1505826,1309368,87,2,22885,318
1505826,1309368,87,2,22885,318
1543527,1341001,\N,18,17627,54
1543664,1341100,\N,18,17627,54
1571874,1364808,40232,17,10679,\N
1574759,1367184,36256,17,15535,\N
1698535,1471188,1380,2,8313,238
1892854,1638619,38743,17,12130,\N
1899349,1644267,2135,2,24117,250
1904334,1648511,1261,2,41347,6
2004885,1733870,1017,2,39354,238
2004885,1733870,1017,2,39354,238
2018688,1745257,\N,18,25144,54
2116781,1828409,111,2,45846,242
2145152,1852436,1380,2,26404,238
2147099,1854104,129,2,42272,6
2277119,1964711,\N,18,45096,248
2431649,2095343,1334,2,30536,317
2445284,2106760,1873,2,35086,322
2487812,2142778,2400,2,40575,246
2625936,2260283,1334,2,45487,317
2664024,2292458,\N,18,8371,54
2737404,2354012,1334,2,8058,317
2842218,2443441,3366,2,13794,248
2876816,2473180,1334,2,30533,317
2895323,2488850,95,2,43954,6
3117330,2682126,41655,17,33458,311
3131772,2694577,41655,17,33458,253
3156718,2715853,1036,2,8520,319
3203040,2755834,95,2,43954,6
3203040,2755834,95,2,43954,6
3203040,2755834,95,2,43954,6
3203803,2756487,95,2,43954,6
3203803,2756487,95,2,43954,6
3357077,2888698,95,2,43954,6
3357077,2888698,95,2,43954,6
3357077,2888698,95,2,43954,6
3357157,2888766,95,2,43954,6
3357157,2888766,95,2,43954,6
3357157,2888766,95,2,43954,6
3359229,2890478,95,2,43954,6
3359273,2890511,95,2,43954,6
3414780,2939284,1036,2,8520,319
3504430,3018163,87,2,22885,318
3579444,3081865,1334,2,17254,317
3654985,3146257,\N,18,53033,13
3768640,3240629,2559,2,30541,247
3954146,3396743,95,2,43954,6
3991278,3427335,1036,2,36890,319
3991547,3427573,1036,2,36890,319
4023284,3454182,95,2,43954,6
4025407,3455966,95,2,43954,6
4027236,3457472,95,2,43954,6
4037072,3465575,95,2,43954,204
4037400,3465819,95,2,43954,6
4037414,3465831,95,2,43954,6
4037483,3465893,95,2,43954,6
4037737,3466127,95,2,43954,6
114074,103193,129,2,35127,6
119466,107934,\N,18,14681,297
119466,107934,\N,18,14681,297
228182,204829,\N,18,14681,297
243699,219005,\N,18,14681,297
353809,317560,\N,5,19862,215
364781,329444,\N,5,1723,297
605092,537692,\N,5,6973,\N
651210,578067,2092,13,9276,247
1596228,1384948,1445,2,28432,6
3714368,3195732,1445,2,28432,6
7400,8817,1400,2,768,317
7400,8817,1400,2,768,317
24333,24966,87,2,22885,318
24333,24966,87,2,22885,318
46018,43103,\N,18,14681,297
48855,45721,\N,18,14681,326
57976,53858,154,2,8878,319
63440,58787,87,2,22885,318
206563,185589,1334,2,11265,\N
332215,298441,\N,18,33559,106
406804,363112,129,2,15745,6
441518,392725,87,2,22885,318
663228,588214,29433,2,32963,238
1062071,932382,1031,2,35,6
1221239,1068585,1031,2,2336,6
1382379,1206930,87,2,22885,318
1454104,1267022,1031,2,35,6
1554641,1350293,1164,2,23606,154
1851633,1603093,1164,2,23591,154
2701474,2324138,\N,18,14682,6
2711783,2332800,\N,18,10863,175
2717406,2337404,\N,5,14734,165
7823,9303,164,2,15146,320
193340,173502,\N,5,7808,6
287762,258918,\N,5,18924,289
416799,371973,1064,2,32564,242
625820,555730,\N,5,22456,289
636667,565418,\N,5,18924,289
857743,755978,\N,18,15920,25
1129475,990291,\N,5,14054,73
1305188,1141140,1896,2,39750,238
1695654,1468817,1567,2,16320,6
1839522,1592760,\N,5,18924,289
2145432,1852665,1261,2,7115,6
2910642,2501902,\N,18,14682,6
3394423,2921142,\N,18,24225,319
3548016,3055086,\N,18,2348,25
4180378,3586216,\N,18,22918,319
81234,74563,143,2,13295,317
134184,120646,\N,18,8371,54
143963,129339,12846,8,36760,326
210093,188784,\N,18,12739,72
239506,215188,\N,18,13019,40
264982,238161,\N,5,15855,87
305051,273907,1033,2,964,317
384516,343499,\N,18,8371,54
437729,389433,\N,18,31810,24
512086,455537,\N,5,19449,329
561330,499209,129,2,40322,6
615902,546980,1033,2,957,317
783522,691985,1261,2,41347,6
1025366,900959,33502,5,12133,232
1059437,930141,\N,5,45920,222
1151258,1008507,\N,5,15855,297
1187113,1039130,\N,5,15855,89
